old_id	author	comment	origin
418	Mister Zzz	Fuck this hurt so bad.	Creep
419	last train at 25 o'clock	sick	Creep
420	Никита Баринов	When you were here before Couldn't look you in the eye You're just like an angel Your skin makes me cry You float like a feather In a beautiful world I wish I was special You're so fuckin' special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't care if it hurts I wanna have control I want a perfect body I want a perfect soul I want you to notice When I'm not around So fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here She's running out the door (run) She's running out She run, run, run, run Run Whatever makes you happy Whatever you want You're so fuckin' special I wish I was special But I'm a creep I'm a weirdo What the hell am I doin' here? I don't belong here I don't belong here	Creep
421	Daniel Stevenson	What ever makes you happy.. what ever you want.. You're so fucking special...	Creep
422	kvltGoat 666	Woke liberal song	Creep
423	Cracktopia Droid	If you are a creep like my comment	Creep
424	Mike Williams	In a time they will make you feel special, might even get aroused when you sing this song or any other song. you both could “love” each other. Tomorrow you’re a creap, you don’t belong here. Smile because this is the rest of your life in a nutshell. The hurt never goes away, even when you’re old.	Creep
425	Patricia Thomas	You know where home is 😊	Creep
426	Diego Brando	cause i am pete im peter griffin holy crap this is freakin sweet i live in quahog remember the time	Creep
428	Vicki Smyth	As a teenager, used to have this playing whilst having a shower, singing it as loud as possible, much to my mothers dismay! Love you RADIOHEAD	Creep
429	\isan	EXCELENTE	Creep
430	Wasai	"""I don't belong here"", bro..."	Creep
431	Citlally Avalos	My Song Favorite 🥺✨💫	Creep
432	Ezra Torres	Do yk what it’s like going deaf at 18? I’m so scared that one day ima wake up n never hear my brother’s voice of my sister’s honestly my biggest fear to date I need consolation sb help me plz I’m going literally insane help😰I don’t know what to do no more….	Creep
433	Rose Mary Issa - Interior Wellbeing	The thunderous score is one of a kind brilliance of yesteryear	Creep
434	Da RealDeal	The metal in that electric guitar is out of this world	Creep
435	Luis Rivero	This guitar roars, like me	Creep
437	PA Anne	Such a wonderful song.	Creep
440	Danny David	Excelente cancion 👌👌	Creep
441	LionNightmare ツ	This song is depresibe 😢	Creep
442	Travis Norris	Lost my dad to cancer and he always blasted this tune reminds me of him shit I miss him	Creep
444	Nafosat Toshtemirova	I guess at least 1 million views is from me😂😂😂	Creep
445	HELL BOY	Creepy man with no name:)	Creep
448	BIGBADPOPPAJ	Never really liked this song... Funny thing is neither does the band 🤣🤣	Creep
452	Uncle Bill	One of the finest Rock songs ever written.	Creep
454	popi	4km Creep-	Creep
455	Nishant Maderna	I don't know i am a creep or not. But i love this song. Listened to it in last year winters for the first time. It was on no.1 played song in my music app today.	Creep
456	Rizal ramadhan	Temen aku umur 40 th sama 35 pada suka dan aku juga 23 Thn suka lagu nya creep	Creep
458	Alan Stevens	The theme song of generations of stoners, creeps, and weirdos	Creep
459	Cory Hurst	So fuckin special, bitch. Low key passive aggressive.	Creep
462	RAiZEN 玲	Came here from Guitaro5000 and Greg's vid	Creep
463	Raúl Reyes	un clásico inolvidable	Creep
464	Jota Thmp	Esta canción te obliga a que debes esperar ese ser especial para dedicarle esto .	Creep
465	Dyani	in my embryonic stage and this is still my favorite song	Creep
467	The_Joker	I’m a creep	Creep
468	Neringa Stareviciute	I know ..	Creep
470	BOB TREME TUDO	Top	Creep
471	킹사이다	Good!!~	Creep
473	John Northedge	I wana have control I wana perfect body I wana perfect soul 🎶🎤	Creep
475	John Shields	Great song. Haunting.	Creep
476	rrrusty	Uhhh, just me or does the videographer have a thing for the bass player? This song, everything.	Creep
477	Quezia Reis	Um dos hinos do rock eles arrasaram Radiohead	Creep
480	Jeremias Muratore	im love	Creep
483	AndyNotIoME	legends never die	Creep
484	Elizabeth Suarez	I wonder if Hollies used for coprwrite infringements. Nonetheless, I like this tune.	Creep
486	Gerald Palma	This sounds like a song for stalkers	Creep
490	Another Random Youtuber	What the fuck is with all these cringy just-born comments?	Creep
491	301rs	I can’t say this is my favorite song and to be honest, I was only subliminally aware of it when it was first released. But, it took a cover I heard of this song yesterday, to realize that this is a great “F”ing song! I am only sad that it took me so long to come to this conclusion. I seriously underestimated Radiohead.	Creep
495	Jremiah Travis	Mood af fr	Creep
496	silly clown	thumb i’d feel like this if i was british too❤️	Creep
497	silly clown	i wanted to see ed’s haircut not you thumb	Creep
498	Me convierto	Sono un fungo uacciu ua!	Creep
499	Knight of Liberty	One of the very few songs that made me she tears the first time I listened it (the other was To Live Is To Die by Metallica)	Creep
500	Asiah DaRosa	This song tells my whole life story. Love it..	Creep
501	Brockton Ma.	That guitar scrape🤷‍♂️	Creep
502	Coryn Smith	420 years old man I still love this song	Creep
503	Guillermo Bernachea	Brillant Sound	Creep
504	Bastian Rivero	2023 i wanna perfect soul	Creep
505	Σπυρος Παπαευθυμιου	I am creep	Creep
506	Antoine Bartholome	Just born and it’s already my favourite song	Creep
507	Austin Young-Ullett	IM FEELIN CREEPY	Creep
508	I	Bad song anything on ok computer is better	Creep
509	Ke Makanon	I was in the strip club and this joint hit different...🇲🇽👽👻	Creep
510	gazybri	Who in here is 2023?	Creep
511	brown yongi	2023 and still my favorite song ever	Creep
512	RedyxPinky!	I love this song dude it feels like a beat song 😻😻	Creep
513	Benjie Better	This song makes me wanna lights cigarretes	Creep
515	Zoey	i wish im spical but im creep im weirdo what the hell im do it here	Creep
516	Davina Missick	Pull up ,To all the weirdos out there 🤪	Creep
517	Big Boy Moves	I’m creep	Creep
518	Quincy Timson	Iam ,zorena it's to close to what I felt it's always been a favorite of mine	Creep
519	Quincy Timson	I love this song	Creep
521	Sleepzy	I'm a creep, I'm a weirdo and this is still my favorite song!!	Creep
523	jarrod miller	Thom Yorke looks like Robert Pickton in a picture I saw --- gross (serial killer from Vancouver BC - who killed prostitutes).	Creep
524	Leo Q	I will be born in year 12,567 and I love this song since the dinosaur roamed the earth.	Creep
526	Geri Smith Sparre	Nude Radiohead	Creep
527	Samuel Hurtado Quintero	Su tonada me encanta siempre la recuerdo una vez en la radio en mí juventud mientras tuve mí primer amor fue especial.Dios les bendiga	Creep
529	Baloney Pony	I don’t care what anyone says I threw myself of a building I didn’t float damn misleading song. Oh well don’t do what I did.	Creep
530	Jefferson Pandolfi	cara ano de 2023 e não me canso de ouvir essa música top de + top das top os cara toca muito 🤟🏻	Creep
532	KreegGD	Aren't we all just creeps and weirdos?	Creep
534	mr y mysterious video	Im a member of radiohead and this is my second least favourite song for 30 years	Creep
535	Graham Caine	Prince's Coachella version is a worthy cover, only wish there was a studio version. Solo he dies is insane skill!	Creep
536	Pablo Ordejón	but i'm a pete i'm peter griffin holly crap this is freaking sweet i live in quahog	Creep
537	Mr_?	Damn comment section is still alive	Creep
538	Antonio	I don't care what they say, this is music	Creep
539	Antonio	This Is music!	Creep
542	Carol Woods	I AM STILL A WEIRDO!!🤣	Creep
543	Lilly tennant	Hey its lilly can we go in an adventure today plz✅	Creep
544	chogiwa	my fave	Creep
545	João Luciano Pinheiro Jr	What a song!	Creep
546	Martinski GM	Every now and then this song will pop up in my recommended list and i enjoy it everytime.	Creep
547	Saki :3	I was in my dad's balls i already love this song	Creep
548	smooth	Never gets old	Creep
549	RU Listening	Single mom, raising a teenage son. Sometimes he's so damn smart,. he knows everything. And I'm just a cReEp.	Creep
550	suzunari kawai	UK's Elder Brother. UKの兄貴✋	Creep
551	Лев Никоноров	Creep is truly one of the songs of all time	Creep
552	A S	i was born next week, but still my fav song after 35 years	Creep
553	A H	You are depressed, drunk, in a late one bar…. Would you sing any other song?	Creep
554	Vitor	I miss her	Creep
555	J Decker	Run run run run	Creep
557	J Decker	Your skin makes me cry	Creep
558	J-Drummer913	Muse is better	Creep
560	PlayerChef	I was born in 2004 and being 18 couldnt feel more like recently druggin yourself up	Creep
561	Whichonespink?	I’m a stem cell and this is my favorite song	Creep
562	Darkest Serenity	I know how much he hates playing this song live but God I love it	Creep
563	Bruno Daniel	Who at 2023	Creep
565	KotaJMomo	0:07 that's one of my favorite shots ever. He looks so cool... '_'	Creep
566	Cinzia Frau	Number 1 Absolute	Creep
572	Hugh Tate	Alot of us know how we connect to this song. Whoever wrote this should have kept writing songs of this caliber	Creep
573	LAR	HAPPY NEW YEAR'S EVERYONE I LOVE ❤️ THIS SONG 🎵 MAKES ME FEEL WONDERFUL AND HAPPY NEW YEAR'S EVERYONE THANKS JERSEY CITY HEIGHTS LORETTA 💙 LOVE YOU FOREVER AND EVER LORETTA AWESOME AND HOT 🔥 AMAZING BRAVO 👏 THANKS JERSEY CITY HEIGHTS LORETTA 💙	Creep
575	James Hutchison	The kid had cancer...in his ass! Ate his own parents on accident...and these guys called him a crybaby!!!	Creep
576	Susan Higgins	I just read that they are getting back together Creep is my favorite song	Creep
577	Makerz	Hi	Creep
579	Carmem Francisca dos santos	Essa é literalmente a música que me define	Creep
580	FILM EAT	God bless	Creep
581	Wig pig 69	Man I can identify with this song I’ve always felt like I didn’t belong	Creep
582	Sigmund Duke	For the 752 million views I'm a creep too	Creep
583	LK	reminds me of that beautiful girl	Creep
585	Carlos Ali	the guitar anouncing the chorus is what gets me	Creep
586	Sweetpea	All hail.PRINCE	Creep
588	Pan©ak	I can die in peace with this music...	Creep
